세부사업명,내역사업명,연구개발과제번호,연구개발과제명,총연구개발기간,연구기관역할명,연구기관명, 총 연구개발비 , 24년도 연구개발비 
고부가가치 식품기술개발(RnD),차세대 식품가공 기술개발,RS-2022-IP322021,효모를 활용한 식용 미생물 유래 단백질 소재 생산기술 개발,2022-04-01~2024-12-31,공동연구개발기관,중앙대학교 산학협력단,165000000,40000000
고부가가치 식품기술개발(RnD),차세대 식품가공 기술개발,RS-2022-IP322021,효모를 활용한 식용 미생물 유래 단백질 소재 생산기술 개발,2022-04-01~2024-12-31,위탁연구개발기관,주식회사 선그린,50000000,0
고부가가치 식품기술개발(RnD),차세대 식품가공 기술개발,RS-2022-IP322021,효모를 활용한 식용 미생물 유래 단백질 소재 생산기술 개발,2022-04-01~2024-12-31,합계,위탁연구개발기관 제외 합계,857250000,196000000
고부가가치 식품기술개발(RnD),차세대 식품가공 기술개발,RS-2022-IP322022,차세대 식품가공 장 발효기술을 이용한 글로벌 천연 조미소재 개발,2022-04-01~2026-12-31,주관연구개발기관,샘표식품 주식회사,1003748000,194470000
고부가가치 식품기술개발(RnD),차세대 식품가공 기술개발,RS-2022-IP322022,차세대 식품가공 장 발효기술을 이용한 글로벌 천연 조미소재 개발,2022-04-01~2026-12-31,공동연구개발기관,한국식품연구원,290000000,50000000
고부가가치 식품기술개발(RnD),차세대 식품가공 기술개발,RS-2022-IP322022,차세대 식품가공 장 발효기술을 이용한 글로벌 천연 조미소재 개발,2022-04-01~2026-12-31,공동연구개발기관,충북대학교 산학협력단,290000000,50000000
고부가가치 식품기술개발(RnD),차세대 식품가공 기술개발,RS-2022-IP322022,차세대 식품가공 장 발효기술을 이용한 글로벌 천연 조미소재 개발,2022-04-01~2026-12-31,합계,위탁연구개발기관 제외 합계,1583748000,294470000
고부가가치 식품기술개발(RnD),차세대 식품가공 기술개발,RS-2022-IP322023,차세대 식품가공 장류 특화형 스마트 제조 시스템 기술 및 제조실행시스템(MES) 개발,2022-04-01~2025-12-31,주관연구개발기관,대상주식회사,501643000,275832000
고부가가치 식품기술개발(RnD),차세대 식품가공 기술개발,RS-2022-IP322023,차세대 식품가공 장류 특화형 스마트 제조 시스템 기술 및 제조실행시스템(MES) 개발,2022-04-01~2025-12-31,주관연구개발기관,대상(주),731742000,0
고부가가치 식품기술개발(RnD),차세대 식품가공 기술개발,RS-2022-IP322023,차세대 식품가공 장류 특화형 스마트 제조 시스템 기술 및 제조실행시스템(MES) 개발,2022-04-01~2025-12-31,공동연구개발기관,전북대학교산학협력단,290000000,50000000
고부가가치 식품기술개발(RnD),차세대 식품가공 기술개발,RS-2022-IP322023,차세대 식품가공 장류 특화형 스마트 제조 시스템 기술 및 제조실행시스템(MES) 개발,2022-04-01~2025-12-31,공동연구개발기관,농업회사법인순창장류(주),250000000,0
고부가가치 식품기술개발(RnD),차세대 식품가공 기술개발,RS-2022-IP322023,차세대 식품가공 장류 특화형 스마트 제조 시스템 기술 및 제조실행시스템(MES) 개발,2022-04-01~2025-12-31,공동연구개발기관,농업회사법인순창장류주식회사,213336000,106668000
고부가가치 식품기술개발(RnD),차세대 식품가공 기술개발,RS-2022-IP322023,차세대 식품가공 장류 특화형 스마트 제조 시스템 기술 및 제조실행시스템(MES) 개발,2022-04-01~2025-12-31,공동연구개발기관,재단법인 발효미생물산업진흥원,450000000,70000000
고부가가치 식품기술개발(RnD),차세대 식품가공 기술개발,RS-2022-IP322023,차세대 식품가공 장류 특화형 스마트 제조 시스템 기술 및 제조실행시스템(MES) 개발,2022-04-01~2025-12-31,공동연구개발기관,(주)제이앤케이씨,1117500000,0
고부가가치 식품기술개발(RnD),차세대 식품가공 기술개발,RS-2022-IP322023,차세대 식품가공 장류 특화형 스마트 제조 시스템 기술 및 제조실행시스템(MES) 개발,2022-04-01~2025-12-31,공동연구개발기관,제이앤케이씨,326668000,153334000
고부가가치 식품기술개발(RnD),차세대 식품가공 기술개발,RS-2022-IP322023,차세대 식품가공 장류 특화형 스마트 제조 시스템 기술 및 제조실행시스템(MES) 개발,2022-04-01~2025-12-31,위탁연구개발기관,한국식품연구원,128700000,19350000
고부가가치 식품기술개발(RnD),차세대 식품가공 기술개발,RS-2022-IP322023,차세대 식품가공 장류 특화형 스마트 제조 시스템 기술 및 제조실행시스템(MES) 개발,2022-04-01~2025-12-31,합계,위탁연구개발기관 제외 합계,3880889000,655834000
고부가가치 식품기술개발(RnD),차세대 식품가공 기술개발,RS-2022-IP322024,차세대 식품가공 휴먼 유래 올리고당 및 유도체의 생물학적 생산기술 및 제품개발,2022-04-01~2026-12-31,주관연구개발기관,(주)에이피테크놀로지,1025500000,131000000
고부가가치 식품기술개발(RnD),차세대 식품가공 기술개발,RS-2022-IP322024,차세대 식품가공 휴먼 유래 올리고당 및 유도체의 생물학적 생산기술 및 제품개발,2022-04-01~2026-12-31,공동연구개발기관,동국대학교 산학협력단,265000000,45000000
고부가가치 식품기술개발(RnD),차세대 식품가공 기술개발,RS-2022-IP322024,차세대 식품가공 휴먼 유래 올리고당 및 유도체의 생물학적 생산기술 및 제품개발,2022-04-01~2026-12-31,공동연구개발기관,국민대학교 산학협력단,220000000,30000000
고부가가치 식품기술개발(RnD),차세대 식품가공 기술개발,RS-2022-IP322024,차세대 식품가공 휴먼 유래 올리고당 및 유도체의 생물학적 생산기술 및 제품개발,2022-04-01~2026-12-31,공동연구개발기관,충북대학교 산학협력단,265000000,45000000
고부가가치 식품기술개발(RnD),차세대 식품가공 기술개발,RS-2022-IP322024,차세대 식품가공 휴먼 유래 올리고당 및 유도체의 생물학적 생산기술 및 제품개발,2022-04-01~2026-12-31,합계,위탁연구개발기관 제외 합계,1775500000,251000000
고부가가치 식품기술개발(RnD),차세대 식품가공 기술개발,RS-2022-IP322025,대체감미료 결정 알룰로스 및 분말결정 케스토스의 고효율 생산 기술 개발,2022-04-01~2024-12-31,주관연구개발기관,(주)삼양사,106701000,106701000
고부가가치 식품기술개발(RnD),차세대 식품가공 기술개발,RS-2022-IP322025,대체감미료 결정 알룰로스 및 분말결정 케스토스의 고효율 생산 기술 개발,2022-04-01~2024-12-31,주관연구개발기관,삼양사,558811000,0
고부가가치 식품기술개발(RnD),차세대 식품가공 기술개발,RS-2022-IP322025,대체감미료 결정 알룰로스 및 분말결정 케스토스의 고효율 생산 기술 개발,2022-04-01~2024-12-31,공동연구개발기관,한국식품연구원,200000000,40000000
고부가가치 식품기술개발(RnD),차세대 식품가공 기술개발,RS-2022-IP322025,대체감미료 결정 알룰로스 및 분말결정 케스토스의 고효율 생산 기술 개발,2022-04-01~2024-12-31,공동연구개발기관,중앙대학교 산학협력단,170000000,0
고부가가치 식품기술개발(RnD),차세대 식품가공 기술개발,RS-2022-IP322025,대체감미료 결정 알룰로스 및 분말결정 케스토스의 고효율 생산 기술 개발,2022-04-01~2024-12-31,공동연구개발기관,중앙대학교산학협력단,70000000,70000000
고부가가치 식품기술개발(RnD),차세대 식품가공 기술개발,RS-2022-IP322025,대체감미료 결정 알룰로스 및 분말결정 케스토스의 고효율 생산 기술 개발,2022-04-01~2024-12-31,위탁연구개발기관,세종대학교산학협력단,100000000,20000000
고부가가치 식품기술개발(RnD),차세대 식품가공 기술개발,RS-2022-IP322025,대체감미료 결정 알룰로스 및 분말결정 케스토스의 고효율 생산 기술 개발,2022-04-01~2024-12-31,합계,위탁연구개발기관 제외 합계,1105512000,216701000
고부가가치 식품기술개발(RnD),차세대 식품가공 기술개발,RS-2022-IP322026,식품용 재조합 베타=한천분해효소 산업화 개발,2022-04-01~2024-12-31,주관연구개발기관,명지대학교 산학협력단,444000000,70000000
고부가가치 식품기술개발(RnD),차세대 식품가공 기술개발,RS-2022-IP322026,식품용 재조합 베타=한천분해효소 산업화 개발,2022-04-01~2024-12-31,공동연구개발기관,다인바이오,685420000,160000000
고부가가치 식품기술개발(RnD),차세대 식품가공 기술개발,RS-2022-IP322026,식품용 재조합 베타=한천분해효소 산업화 개발,2022-04-01~2024-12-31,위탁연구개발기관,한국과학기술원,96000000,0
고부가가치 식품기술개발(RnD),차세대 식품가공 기술개발,RS-2022-IP322026,식품용 재조합 베타=한천분해효소 산업화 개발,2022-04-01~2024-12-31,합계,위탁연구개발기관 제외 합계,1129420000,230000000
노지분야스마트농업기술단기고도화(RnD),자율주행 농기계 핵심부품 국산화,RS-2022-IP322029,농작업 환경에 적용가능한 자율주행용 보급형 라이다 센서 기술개발,2022-04-01~2025-06-30,주관연구개발기관,(주)에프와이디,1391667000,466667000
노지분야스마트농업기술단기고도화(RnD),자율주행 농기계 핵심부품 국산화,RS-2022-IP322029,농작업 환경에 적용가능한 자율주행용 보급형 라이다 센서 기술개발,2022-04-01~2025-06-30,공동연구개발기관,고려대학교산학협력단,217000000,77000000
노지분야스마트농업기술단기고도화(RnD),자율주행 농기계 핵심부품 국산화,RS-2022-IP322029,농작업 환경에 적용가능한 자율주행용 보급형 라이다 센서 기술개발,2022-04-01~2025-06-30,공동연구개발기관,한국전자기술연구원,290000000,90000000
노지분야스마트농업기술단기고도화(RnD),자율주행 농기계 핵심부품 국산화,RS-2022-IP322029,농작업 환경에 적용가능한 자율주행용 보급형 라이다 센서 기술개발,2022-04-01~2025-06-30,공동연구개발기관,(주)유사이언스,255000000,80000000
노지분야스마트농업기술단기고도화(RnD),자율주행 농기계 핵심부품 국산화,RS-2022-IP322029,농작업 환경에 적용가능한 자율주행용 보급형 라이다 센서 기술개발,2022-04-01~2025-06-30,공동연구개발기관,(주)비퍼플,948750000,380000000
노지분야스마트농업기술단기고도화(RnD),자율주행 농기계 핵심부품 국산화,RS-2022-IP322029,농작업 환경에 적용가능한 자율주행용 보급형 라이다 센서 기술개발,2022-04-01~2025-06-30,위탁연구개발기관,충남대학교 산학협력단,225000000,65000000
노지분야스마트농업기술단기고도화(RnD),자율주행 농기계 핵심부품 국산화,RS-2022-IP322029,농작업 환경에 적용가능한 자율주행용 보급형 라이다 센서 기술개발,2022-04-01~2025-06-30,합계,위탁연구개발기관 제외 합계,3102417000,1093667000
노지분야스마트농업기술단기고도화(RnD),자율주행 농기계 핵심부품 국산화,RS-2022-IP322030,자율주행 농기계용 보급형 고정밀 측위 자세 측정 및 내비게이션 시스템 개발,2022-04-01~2024-12-31,주관연구개발기관,티와이엠아이씨티,1654000000,579000000
노지분야스마트농업기술단기고도화(RnD),자율주행 농기계 핵심부품 국산화,RS-2022-IP322030,자율주행 농기계용 보급형 고정밀 측위 자세 측정 및 내비게이션 시스템 개발,2022-04-01~2024-12-31,공동연구개발기관,한국생산기술연구원,664000000,234000000
노지분야스마트농업기술단기고도화(RnD),자율주행 농기계 핵심부품 국산화,RS-2022-IP322030,자율주행 농기계용 보급형 고정밀 측위 자세 측정 및 내비게이션 시스템 개발,2022-04-01~2024-12-31,공동연구개발기관,충남대학교 산학협력단,289000000,99000000
노지분야스마트농업기술단기고도화(RnD),자율주행 농기계 핵심부품 국산화,RS-2022-IP322030,자율주행 농기계용 보급형 고정밀 측위 자세 측정 및 내비게이션 시스템 개발,2022-04-01~2024-12-31,공동연구개발기관,한국전자기술연구원,492000000,162000000
노지분야스마트농업기술단기고도화(RnD),자율주행 농기계 핵심부품 국산화,RS-2022-IP322030,자율주행 농기계용 보급형 고정밀 측위 자세 측정 및 내비게이션 시스템 개발,2022-04-01~2024-12-31,합계,위탁연구개발기관 제외 합계,3099000000,1074000000
노지분야스마트농업기술단기고도화(RnD),노지농업 정밀 측정 기술 국산화,RS-2022-IP322031,(총괄과제) 노지 스마트농업 기자재 데이터 표준 및 검인증 체계 개발,2022-04-01~2024-12-31,주관연구개발기관,순천대학교 산학협력단,450000000,0
노지분야스마트농업기술단기고도화(RnD),노지농업 정밀 측정 기술 국산화,RS-2022-IP322031,(총괄과제) 노지 스마트농업 기자재 데이터 표준 및 검인증 체계 개발,2022-04-01~2024-12-31,주관연구개발기관,국립순천대학교산학협력단,250000000,250000000
노지분야스마트농업기술단기고도화(RnD),노지농업 정밀 측정 기술 국산화,RS-2022-IP322031,(총괄과제) 노지 스마트농업 기자재 데이터 표준 및 검인증 체계 개발,2022-04-01~2024-12-31,공동연구개발기관,한국농업기술진흥원,370000000,120000000
노지분야스마트농업기술단기고도화(RnD),노지농업 정밀 측정 기술 국산화,RS-2022-IP322031,(총괄과제) 노지 스마트농업 기자재 데이터 표준 및 검인증 체계 개발,2022-04-01~2024-12-31,공동연구개발기관,한국농수산대학 산학협력단,210000000,80000000
노지분야스마트농업기술단기고도화(RnD),노지농업 정밀 측정 기술 국산화,RS-2022-IP322031,(총괄과제) 노지 스마트농업 기자재 데이터 표준 및 검인증 체계 개발,2022-04-01~2024-12-31,공동연구개발기관,(재)전북테크노파크,150000000,50000000
노지분야스마트농업기술단기고도화(RnD),노지농업 정밀 측정 기술 국산화,RS-2022-IP322031,(총괄과제) 노지 스마트농업 기자재 데이터 표준 및 검인증 체계 개발,2022-04-01~2024-12-31,공동연구개발기관,(주)유비엔,294900000,124000000
노지분야스마트농업기술단기고도화(RnD),노지농업 정밀 측정 기술 국산화,RS-2022-IP322031,(총괄과제) 노지 스마트농업 기자재 데이터 표준 및 검인증 체계 개발,2022-04-01~2024-12-31,공동연구개발기관,(주)경농,290000000,90000000
노지분야스마트농업기술단기고도화(RnD),노지농업 정밀 측정 기술 국산화,RS-2022-IP322031,(총괄과제) 노지 스마트농업 기자재 데이터 표준 및 검인증 체계 개발,2022-04-01~2024-12-31,공동연구개발기관,사단법인한국스마트팜산업협회,280000000,80000000
노지분야스마트농업기술단기고도화(RnD),노지농업 정밀 측정 기술 국산화,RS-2022-IP322031,(총괄과제) 노지 스마트농업 기자재 데이터 표준 및 검인증 체계 개발,2022-04-01~2024-12-31,위탁연구개발기관,전라남도농업기술원,90000000,30000000
노지분야스마트농업기술단기고도화(RnD),노지농업 정밀 측정 기술 국산화,RS-2022-IP322031,(총괄과제) 노지 스마트농업 기자재 데이터 표준 및 검인증 체계 개발,2022-04-01~2024-12-31,합계,위탁연구개발기관 제외 합계,2294900000,794000000
노지분야스마트농업기술단기고도화(RnD),노지농업 정밀 측정 기술 국산화,RS-2022-IP322032,(협업과제 1) 머신비전 기반 주요 밭작물 생육진단 측정 시스템 개발,2022-04-01~2024-12-31,주관연구개발기관,충남대학교 산학협력단,1059040000,359040000
노지분야스마트농업기술단기고도화(RnD),노지농업 정밀 측정 기술 국산화,RS-2022-IP322032,(협업과제 1) 머신비전 기반 주요 밭작물 생육진단 측정 시스템 개발,2022-04-01~2024-12-31,공동연구개발기관,충북대학교 산학협력단,426600000,146600000
노지분야스마트농업기술단기고도화(RnD),노지농업 정밀 측정 기술 국산화,RS-2022-IP322032,(협업과제 1) 머신비전 기반 주요 밭작물 생육진단 측정 시스템 개발,2022-04-01~2024-12-31,공동연구개발기관,국립원예특작과학원,357410000,117410000
노지분야스마트농업기술단기고도화(RnD),노지농업 정밀 측정 기술 국산화,RS-2022-IP322032,(협업과제 1) 머신비전 기반 주요 밭작물 생육진단 측정 시스템 개발,2022-04-01~2024-12-31,공동연구개발기관,에스팩주식회사,1124875000,374875000
노지분야스마트농업기술단기고도화(RnD),노지농업 정밀 측정 기술 국산화,RS-2022-IP322032,(협업과제 1) 머신비전 기반 주요 밭작물 생육진단 측정 시스템 개발,2022-04-01~2024-12-31,공동연구개발기관,국립농업과학원,329950000,109950000
노지분야스마트농업기술단기고도화(RnD),노지농업 정밀 측정 기술 국산화,RS-2022-IP322032,(협업과제 1) 머신비전 기반 주요 밭작물 생육진단 측정 시스템 개발,2022-04-01~2024-12-31,공동연구개발기관,주식회사 비바엔에스,591584000,249917000
노지분야스마트농업기술단기고도화(RnD),노지농업 정밀 측정 기술 국산화,RS-2022-IP322032,(협업과제 1) 머신비전 기반 주요 밭작물 생육진단 측정 시스템 개발,2022-04-01~2024-12-31,공동연구개발기관,(주)경농,1117765000,403455000
노지분야스마트농업기술단기고도화(RnD),노지농업 정밀 측정 기술 국산화,RS-2022-IP322032,(협업과제 1) 머신비전 기반 주요 밭작물 생육진단 측정 시스템 개발,2022-04-01~2024-12-31,위탁연구개발기관,서울대학교 산학협력단,179556000,59556000
노지분야스마트농업기술단기고도화(RnD),노지농업 정밀 측정 기술 국산화,RS-2022-IP322032,(협업과제 1) 머신비전 기반 주요 밭작물 생육진단 측정 시스템 개발,2022-04-01~2024-12-31,위탁연구개발기관,고흥군농업기술센터,79190000,29190000
노지분야스마트농업기술단기고도화(RnD),노지농업 정밀 측정 기술 국산화,RS-2022-IP322032,(협업과제 1) 머신비전 기반 주요 밭작물 생육진단 측정 시스템 개발,2022-04-01~2024-12-31,합계,위탁연구개발기관 제외 합계,5007224000,1761247000
노지분야스마트농업기술단기고도화(RnD),노지농업 정밀 측정 기술 국산화,RS-2022-IP322033,(협업과제 2) 농업용 드론 탑재용 다중센서 국산화 및 응용 플랫폼 다변화 기술개발,2022-04-01~2024-12-31,주관연구개발기관,한국전자기술연구원,1845600000,595600000
노지분야스마트농업기술단기고도화(RnD),노지농업 정밀 측정 기술 국산화,RS-2022-IP322033,(협업과제 2) 농업용 드론 탑재용 다중센서 국산화 및 응용 플랫폼 다변화 기술개발,2022-04-01~2024-12-31,공동연구개발기관,고려대학교산학협력단,387400000,137400000
노지분야스마트농업기술단기고도화(RnD),노지농업 정밀 측정 기술 국산화,RS-2022-IP322033,(협업과제 2) 농업용 드론 탑재용 다중센서 국산화 및 응용 플랫폼 다변화 기술개발,2022-04-01~2024-12-31,공동연구개발기관,전남대학교 산학협력단,291600000,91600000
노지분야스마트농업기술단기고도화(RnD),노지농업 정밀 측정 기술 국산화,RS-2022-IP322033,(협업과제 2) 농업용 드론 탑재용 다중센서 국산화 및 응용 플랫폼 다변화 기술개발,2022-04-01~2024-12-31,공동연구개발기관,(주)아이엠알,744522000,244522000
노지분야스마트농업기술단기고도화(RnD),노지농업 정밀 측정 기술 국산화,RS-2022-IP322033,(협업과제 2) 농업용 드론 탑재용 다중센서 국산화 및 응용 플랫폼 다변화 기술개발,2022-04-01~2024-12-31,공동연구개발기관,메타로보틱스,125000000,0
노지분야스마트농업기술단기고도화(RnD),노지농업 정밀 측정 기술 국산화,RS-2022-IP322033,(협업과제 2) 농업용 드론 탑재용 다중센서 국산화 및 응용 플랫폼 다변화 기술개발,2022-04-01~2024-12-31,공동연구개발기관,(주)현농,866583000,366583000
노지분야스마트농업기술단기고도화(RnD),노지농업 정밀 측정 기술 국산화,RS-2022-IP322033,(협업과제 2) 농업용 드론 탑재용 다중센서 국산화 및 응용 플랫폼 다변화 기술개발,2022-04-01~2024-12-31,공동연구개발기관,(주)인투스카이,494522000,244522000
노지분야스마트농업기술단기고도화(RnD),노지농업 정밀 측정 기술 국산화,RS-2022-IP322033,(협업과제 2) 농업용 드론 탑재용 다중센서 국산화 및 응용 플랫폼 다변화 기술개발,2022-04-01~2024-12-31,합계,위탁연구개발기관 제외 합계,4755227000,1680227000
노지분야스마트농업기술단기고도화(RnD),노지농업 정밀 측정 기술 국산화,RS-2022-IP322034,(협업과제 3) 기후변화 대응 과수의 수체정보 기반 관수시스템 개발,2022-04-01~2024-12-31,주관연구개발기관,전남대학교 산학협력단,770000000,0
노지분야스마트농업기술단기고도화(RnD),노지농업 정밀 측정 기술 국산화,RS-2022-IP322034,(협업과제 3) 기후변화 대응 과수의 수체정보 기반 관수시스템 개발,2022-04-01~2024-12-31,주관연구개발기관,전남대학교산학협력단,370000000,370000000
노지분야스마트농업기술단기고도화(RnD),노지농업 정밀 측정 기술 국산화,RS-2022-IP322034,(협업과제 3) 기후변화 대응 과수의 수체정보 기반 관수시스템 개발,2022-04-01~2024-12-31,공동연구개발기관,한국전자통신연구원,360000000,130000000
노지분야스마트농업기술단기고도화(RnD),노지농업 정밀 측정 기술 국산화,RS-2022-IP322034,(협업과제 3) 기후변화 대응 과수의 수체정보 기반 관수시스템 개발,2022-04-01~2024-12-31,공동연구개발기관,주식회사 나래트랜드,310667000,310667000
노지분야스마트농업기술단기고도화(RnD),노지농업 정밀 측정 기술 국산화,RS-2022-IP322034,(협업과제 3) 기후변화 대응 과수의 수체정보 기반 관수시스템 개발,2022-04-01~2024-12-31,공동연구개발기관,나래트랜드,500000000,0
노지분야스마트농업기술단기고도화(RnD),노지농업 정밀 측정 기술 국산화,RS-2022-IP322034,(협업과제 3) 기후변화 대응 과수의 수체정보 기반 관수시스템 개발,2022-04-01~2024-12-31,합계,위탁연구개발기관 제외 합계,2310667000,810667000
노지분야스마트농업기술단기고도화(RnD),농업용 로봇 현장 적용기술 개발 및 실증,RS-2022-IP322035,과수 수확 후 처리 및 운반 로봇 개발,2022-04-01~2024-12-31,주관연구개발기관,경북대학교 산학협력단,671000000,204000000
노지분야스마트농업기술단기고도화(RnD),농업용 로봇 현장 적용기술 개발 및 실증,RS-2022-IP322035,과수 수확 후 처리 및 운반 로봇 개발,2022-04-01~2024-12-31,공동연구개발기관,한국농업기술진흥원,290000000,90000000
노지분야스마트농업기술단기고도화(RnD),농업용 로봇 현장 적용기술 개발 및 실증,RS-2022-IP322035,과수 수확 후 처리 및 운반 로봇 개발,2022-04-01~2024-12-31,공동연구개발기관,성부산업,775800000,317400000
노지분야스마트농업기술단기고도화(RnD),농업용 로봇 현장 적용기술 개발 및 실증,RS-2022-IP322035,과수 수확 후 처리 및 운반 로봇 개발,2022-04-01~2024-12-31,공동연구개발기관,한국전자기술연구원,530000000,180000000
노지분야스마트농업기술단기고도화(RnD),농업용 로봇 현장 적용기술 개발 및 실증,RS-2022-IP322035,과수 수확 후 처리 및 운반 로봇 개발,2022-04-01~2024-12-31,공동연구개발기관,안동스마트팜사업단,50000000,0
노지분야스마트농업기술단기고도화(RnD),농업용 로봇 현장 적용기술 개발 및 실증,RS-2022-IP322035,과수 수확 후 처리 및 운반 로봇 개발,2022-04-01~2024-12-31,공동연구개발기관,한국미래농업연구원,190000000,90000000
노지분야스마트농업기술단기고도화(RnD),농업용 로봇 현장 적용기술 개발 및 실증,RS-2022-IP322035,과수 수확 후 처리 및 운반 로봇 개발,2022-04-01~2024-12-31,위탁연구개발기관,(재)대구경북과학기술원,155000000,47000000
노지분야스마트농업기술단기고도화(RnD),농업용 로봇 현장 적용기술 개발 및 실증,RS-2022-IP322035,과수 수확 후 처리 및 운반 로봇 개발,2022-04-01~2024-12-31,합계,위탁연구개발기관 제외 합계,2506800000,881400000
노지분야스마트농업기술단기고도화(RnD),농업용 로봇 현장 적용기술 개발 및 실증,RS-2022-IP322036,노지용 고랑 김매기 작업 로봇 개발,2022-04-01~2024-12-31,주관연구개발기관,주식회사 로봇팜,1627000000,576900000
노지분야스마트농업기술단기고도화(RnD),농업용 로봇 현장 적용기술 개발 및 실증,RS-2022-IP322036,노지용 고랑 김매기 작업 로봇 개발,2022-04-01~2024-12-31,공동연구개발기관,한국농업기술진흥원,146000000,46000000
노지분야스마트농업기술단기고도화(RnD),농업용 로봇 현장 적용기술 개발 및 실증,RS-2022-IP322036,노지용 고랑 김매기 작업 로봇 개발,2022-04-01~2024-12-31,공동연구개발기관,충남대학교 산학협력단,388000000,138000000
노지분야스마트농업기술단기고도화(RnD),농업용 로봇 현장 적용기술 개발 및 실증,RS-2022-IP322036,노지용 고랑 김매기 작업 로봇 개발,2022-04-01~2024-12-31,공동연구개발기관,주식회사 긴트,1415400000,515400000
노지분야스마트농업기술단기고도화(RnD),농업용 로봇 현장 적용기술 개발 및 실증,RS-2022-IP322036,노지용 고랑 김매기 작업 로봇 개발,2022-04-01~2024-12-31,공동연구개발기관,건설기계부품연구원,291200000,101200000
노지분야스마트농업기술단기고도화(RnD),농업용 로봇 현장 적용기술 개발 및 실증,RS-2022-IP322036,노지용 고랑 김매기 작업 로봇 개발,2022-04-01~2024-12-31,합계,위탁연구개발기관 제외 합계,3867600000,1377500000
노지분야스마트농업기술단기고도화(RnD),농업용 로봇 현장 적용기술 개발 및 실증,RS-2022-IP322037,레이저기술을 활용한 밭작물 사이의 잡초 제거 로봇 개발,2022-04-01~2024-12-31,주관연구개발기관,전남대학교 산학협력단,1157200000,393200000
노지분야스마트농업기술단기고도화(RnD),농업용 로봇 현장 적용기술 개발 및 실증,RS-2022-IP322037,레이저기술을 활용한 밭작물 사이의 잡초 제거 로봇 개발,2022-04-01~2024-12-31,공동연구개발기관,엘앤에스(주),435270000,159470000
노지분야스마트농업기술단기고도화(RnD),농업용 로봇 현장 적용기술 개발 및 실증,RS-2022-IP322037,레이저기술을 활용한 밭작물 사이의 잡초 제거 로봇 개발,2022-04-01~2024-12-31,공동연구개발기관,(주)이상테크,471740000,171740000
노지분야스마트농업기술단기고도화(RnD),농업용 로봇 현장 적용기술 개발 및 실증,RS-2022-IP322037,레이저기술을 활용한 밭작물 사이의 잡초 제거 로봇 개발,2022-04-01~2024-12-31,공동연구개발기관,(주)앨비,918980000,331200000
노지분야스마트농업기술단기고도화(RnD),농업용 로봇 현장 적용기술 개발 및 실증,RS-2022-IP322037,레이저기술을 활용한 밭작물 사이의 잡초 제거 로봇 개발,2022-04-01~2024-12-31,위탁연구개발기관,한국생산기술연구원,110000000,40000000
노지분야스마트농업기술단기고도화(RnD),농업용 로봇 현장 적용기술 개발 및 실증,RS-2022-IP322037,레이저기술을 활용한 밭작물 사이의 잡초 제거 로봇 개발,2022-04-01~2024-12-31,위탁연구개발기관,한국농업기술진흥원,60000000,20000000
노지분야스마트농업기술단기고도화(RnD),농업용 로봇 현장 적용기술 개발 및 실증,RS-2022-IP322037,레이저기술을 활용한 밭작물 사이의 잡초 제거 로봇 개발,2022-04-01~2024-12-31,위탁연구개발기관,농업회사법인(주)아이쿱농산,40000000,20000000
노지분야스마트농업기술단기고도화(RnD),농업용 로봇 현장 적용기술 개발 및 실증,RS-2022-IP322037,레이저기술을 활용한 밭작물 사이의 잡초 제거 로봇 개발,2022-04-01~2024-12-31,합계,위탁연구개발기관 제외 합계,2983190000,1055610000
노지분야스마트농업기술단기고도화(RnD),농업용 로봇 현장 적용기술 개발 및 실증,RS-2022-IP322038,밭농업용 두둑성형 로봇 개발,2022-04-01~2024-12-31,주관연구개발기관,불스,1146334000,397667000
노지분야스마트농업기술단기고도화(RnD),농업용 로봇 현장 적용기술 개발 및 실증,RS-2022-IP322038,밭농업용 두둑성형 로봇 개발,2022-04-01~2024-12-31,공동연구개발기관,(재)대구경북과학기술원,388400000,133400000
노지분야스마트농업기술단기고도화(RnD),농업용 로봇 현장 적용기술 개발 및 실증,RS-2022-IP322038,밭농업용 두둑성형 로봇 개발,2022-04-01~2024-12-31,공동연구개발기관,한국농업기술진흥원,126400000,41400000
노지분야스마트농업기술단기고도화(RnD),농업용 로봇 현장 적용기술 개발 및 실증,RS-2022-IP322038,밭농업용 두둑성형 로봇 개발,2022-04-01~2024-12-31,공동연구개발기관,경북대학교 산학협력단,291200000,101200000
노지분야스마트농업기술단기고도화(RnD),농업용 로봇 현장 적용기술 개발 및 실증,RS-2022-IP322038,밭농업용 두둑성형 로봇 개발,2022-04-01~2024-12-31,공동연구개발기관,성부산업,846800000,313400000
노지분야스마트농업기술단기고도화(RnD),농업용 로봇 현장 적용기술 개발 및 실증,RS-2022-IP322038,밭농업용 두둑성형 로봇 개발,2022-04-01~2024-12-31,합계,위탁연구개발기관 제외 합계,2799134000,987067000
노지분야스마트농업기술단기고도화(RnD),자율주행 농기계 핵심부품 국산화,RS-2022-IP322039,자율주행 농기계용 공간정보센서 핵심기술 국산화,2022-04-01~2024-12-31,주관연구개발기관,주식회사 파인에스엔에스,1709000000,600000000
노지분야스마트농업기술단기고도화(RnD),자율주행 농기계 핵심부품 국산화,RS-2022-IP322039,자율주행 농기계용 공간정보센서 핵심기술 국산화,2022-04-01~2024-12-31,공동연구개발기관,한국전자통신연구원,780000000,250000000
