세부사업명,내역사업명,연구개발과제번호,연구개발과제명,총연구개발기간,연구기관역할명,연구기관명, 총 연구개발비 , 24년도 연구개발비 
작물바이러스및병해충대응산업화기술개발(RnD),방제기술개발,RS-2020-IP120080,주요 식물 바이러스 전파과정의 바이러스-매개충-중간기주 등 상호관계 규명 및 확산 억제 기술 개발,2020-04-29~2024-12-31,주관연구개발기관,전북대학교산학협력단,673883000,104133000
작물바이러스및병해충대응산업화기술개발(RnD),방제기술개발,RS-2020-IP120080,주요 식물 바이러스 전파과정의 바이러스-매개충-중간기주 등 상호관계 규명 및 확산 억제 기술 개발,2020-04-29~2024-12-31,공동연구개발기관,서울대학교 산학협력단,401155000,61155000
작물바이러스및병해충대응산업화기술개발(RnD),방제기술개발,RS-2020-IP120080,주요 식물 바이러스 전파과정의 바이러스-매개충-중간기주 등 상호관계 규명 및 확산 억제 기술 개발,2020-04-29~2024-12-31,공동연구개발기관,전북대학교산학협력단,416500000,0
작물바이러스및병해충대응산업화기술개발(RnD),방제기술개발,RS-2020-IP120080,주요 식물 바이러스 전파과정의 바이러스-매개충-중간기주 등 상호관계 규명 및 확산 억제 기술 개발,2020-04-29~2024-12-31,공동연구개발기관,전라북도농업기술원,223975000,33975000
작물바이러스및병해충대응산업화기술개발(RnD),방제기술개발,RS-2020-IP120080,주요 식물 바이러스 전파과정의 바이러스-매개충-중간기주 등 상호관계 규명 및 확산 억제 기술 개발,2020-04-29~2024-12-31,합계,위탁연구개발기관 제외 합계,1715513000,199263000
작물바이러스및병해충대응산업화기술개발(RnD),방제기술개발,RS-2020-IP120081,식물기생선충 라이브러리 구축 및 친환경 방제기술 개발,2020-04-29~2024-12-31,주관연구개발기관,(주)남보,862207000,142257000
작물바이러스및병해충대응산업화기술개발(RnD),방제기술개발,RS-2020-IP120081,식물기생선충 라이브러리 구축 및 친환경 방제기술 개발,2020-04-29~2024-12-31,공동연구개발기관,국립생태원,337000000,40000000
작물바이러스및병해충대응산업화기술개발(RnD),방제기술개발,RS-2020-IP120081,식물기생선충 라이브러리 구축 및 친환경 방제기술 개발,2020-04-29~2024-12-31,공동연구개발기관,(재단)진주바이오산업진흥원,357000000,60000000
작물바이러스및병해충대응산업화기술개발(RnD),방제기술개발,RS-2020-IP120081,식물기생선충 라이브러리 구축 및 친환경 방제기술 개발,2020-04-29~2024-12-31,합계,위탁연구개발기관 제외 합계,1556207000,242257000
작물바이러스및병해충대응산업화기술개발(RnD),방제기술개발,RS-2020-IP120086,박과작물 노균병 방제를 위한 살균활성소재 제품화 및 정밀진단을 통한 병해 관리 시스템 개발,2020-04-29~2024-12-31,주관연구개발기관,충남대학교 산학협력단,604250000,90000000
작물바이러스및병해충대응산업화기술개발(RnD),방제기술개발,RS-2020-IP120086,박과작물 노균병 방제를 위한 살균활성소재 제품화 및 정밀진단을 통한 병해 관리 시스템 개발,2020-04-29~2024-12-31,공동연구개발기관,충청남도농업기술원,312000000,47000000
작물바이러스및병해충대응산업화기술개발(RnD),방제기술개발,RS-2020-IP120086,박과작물 노균병 방제를 위한 살균활성소재 제품화 및 정밀진단을 통한 병해 관리 시스템 개발,2020-04-29~2024-12-31,공동연구개발기관,영바이오랩,590250000,95250000
작물바이러스및병해충대응산업화기술개발(RnD),방제기술개발,RS-2020-IP120086,박과작물 노균병 방제를 위한 살균활성소재 제품화 및 정밀진단을 통한 병해 관리 시스템 개발,2020-04-29~2024-12-31,공동연구개발기관,(주)이룸켐앤텍,95250000,95250000
작물바이러스및병해충대응산업화기술개발(RnD),방제기술개발,RS-2020-IP120086,박과작물 노균병 방제를 위한 살균활성소재 제품화 및 정밀진단을 통한 병해 관리 시스템 개발,2020-04-29~2024-12-31,합계,위탁연구개발기관 제외 합계,1601750000,327500000
작물바이러스및병해충대응산업화기술개발(RnD),방제기술개발,RS-2020-IP120087,십자화과 작물의 검은썩음병 방제제 기술개발,2020-04-29~2024-12-31,주관연구개발기관,한국생명공학연구원,848687000,138437000
작물바이러스및병해충대응산업화기술개발(RnD),방제기술개발,RS-2020-IP120087,십자화과 작물의 검은썩음병 방제제 기술개발,2020-04-29~2024-12-31,공동연구개발기관,유한회사한터,798750000,0
작물바이러스및병해충대응산업화기술개발(RnD),방제기술개발,RS-2020-IP120087,십자화과 작물의 검은썩음병 방제제 기술개발,2020-04-29~2024-12-31,공동연구개발기관,한터,0,0
작물바이러스및병해충대응산업화기술개발(RnD),방제기술개발,RS-2020-IP120087,십자화과 작물의 검은썩음병 방제제 기술개발,2020-04-29~2024-12-31,공동연구개발기관,태리온주식회사,139479000,139479000
작물바이러스및병해충대응산업화기술개발(RnD),방제기술개발,RS-2020-IP120087,십자화과 작물의 검은썩음병 방제제 기술개발,2020-04-29~2024-12-31,합계,위탁연구개발기관 제외 합계,1786916000,277916000
작물바이러스및병해충대응산업화기술개발(RnD),방제기술개발,RS-2020-IP120088,과실 썩음병 세균 병원성의 분석을 통한 신규 방제제 기술개발,2020-04-29~2024-12-31,주관연구개발기관,강원대학교 산학협력단,564287000,94037000
작물바이러스및병해충대응산업화기술개발(RnD),방제기술개발,RS-2020-IP120088,과실 썩음병 세균 병원성의 분석을 통한 신규 방제제 기술개발,2020-04-29~2024-12-31,공동연구개발기관,(재)철원플라즈마산업기술연구원,420000000,50000000
작물바이러스및병해충대응산업화기술개발(RnD),방제기술개발,RS-2020-IP120088,과실 썩음병 세균 병원성의 분석을 통한 신규 방제제 기술개발,2020-04-29~2024-12-31,공동연구개발기관,농업회사법인 주식회사 더기반,473492000,85870000
작물바이러스및병해충대응산업화기술개발(RnD),방제기술개발,RS-2020-IP120088,과실 썩음병 세균 병원성의 분석을 통한 신규 방제제 기술개발,2020-04-29~2024-12-31,합계,위탁연구개발기관 제외 합계,1457779000,229907000
작물바이러스및병해충대응산업화기술개발(RnD),방제기술개발,RS-2020-IP320036,붉은곰팡이병의 생태환경적 발병메커니즘 규명 및 친환경 생물학적 방제제 개발,2020-04-29~2024-12-31,주관연구개발기관,숭실대학교 산학협력단,818587000,128437000
작물바이러스및병해충대응산업화기술개발(RnD),방제기술개발,RS-2020-IP320036,붉은곰팡이병의 생태환경적 발병메커니즘 규명 및 친환경 생물학적 방제제 개발,2020-04-29~2024-12-31,공동연구개발기관,전남대학교 산학협력단,673500000,80000000
작물바이러스및병해충대응산업화기술개발(RnD),방제기술개발,RS-2020-IP320036,붉은곰팡이병의 생태환경적 발병메커니즘 규명 및 친환경 생물학적 방제제 개발,2020-04-29~2024-12-31,공동연구개발기관,(주)잰153바이오텍,26700000,26700000
작물바이러스및병해충대응산업화기술개발(RnD),방제기술개발,RS-2020-IP320036,붉은곰팡이병의 생태환경적 발병메커니즘 규명 및 친환경 생물학적 방제제 개발,2020-04-29~2024-12-31,합계,위탁연구개발기관 제외 합계,1518787000,235137000
작물바이러스및병해충대응산업화기술개발(RnD),방제기술개발,RS-2020-IP320037,천연 추출물 유래 항바이러스제 개발 및 상용화 기술개발,2020-04-29~2024-08-08,주관연구개발기관,주식회사 엘에프에프,901600000,153000000
작물바이러스및병해충대응산업화기술개발(RnD),방제기술개발,RS-2020-IP320037,천연 추출물 유래 항바이러스제 개발 및 상용화 기술개발,2020-04-29~2024-08-08,공동연구개발기관,서울대학교 산학협력단,812400000,122400000
작물바이러스및병해충대응산업화기술개발(RnD),방제기술개발,RS-2020-IP320037,천연 추출물 유래 항바이러스제 개발 및 상용화 기술개발,2020-04-29~2024-08-08,공동연구개발기관,용인시 농업기술센터,430800000,63600000
작물바이러스및병해충대응산업화기술개발(RnD),방제기술개발,RS-2020-IP320037,천연 추출물 유래 항바이러스제 개발 및 상용화 기술개발,2020-04-29~2024-08-08,공동연구개발기관,경상북도농업기술원 영양고추시험장,158800000,23800000
작물바이러스및병해충대응산업화기술개발(RnD),방제기술개발,RS-2020-IP320037,천연 추출물 유래 항바이러스제 개발 및 상용화 기술개발,2020-04-29~2024-08-08,합계,위탁연구개발기관 제외 합계,2303600000,362800000
작물바이러스및병해충대응산업화기술개발(RnD),방제기술개발,RS-2020-IP320041,과수화상병 억제를 위한 유용미생물 이용기술 개발,2020-04-29~2024-12-31,주관연구개발기관,강원대학교 산학협력단,756762000,106512000
작물바이러스및병해충대응산업화기술개발(RnD),방제기술개발,RS-2020-IP320041,과수화상병 억제를 위한 유용미생물 이용기술 개발,2020-04-29~2024-12-31,공동연구개발기관,서울대학교 산학협력단,167950000,67950000
작물바이러스및병해충대응산업화기술개발(RnD),방제기술개발,RS-2020-IP320041,과수화상병 억제를 위한 유용미생물 이용기술 개발,2020-04-29~2024-12-31,공동연구개발기관,경희대학교산학협력단(국제캠퍼스),300000000,0
작물바이러스및병해충대응산업화기술개발(RnD),방제기술개발,RS-2020-IP320041,과수화상병 억제를 위한 유용미생물 이용기술 개발,2020-04-29~2024-12-31,공동연구개발기관,(주)팜한농,955911000,242411000
작물바이러스및병해충대응산업화기술개발(RnD),방제기술개발,RS-2020-IP320041,과수화상병 억제를 위한 유용미생물 이용기술 개발,2020-04-29~2024-12-31,합계,위탁연구개발기관 제외 합계,2180623000,416873000
작물바이러스및병해충대응산업화기술개발(RnD),방제기술개발,RS-2020-IP320042,고추 탄저병균의 약제 저항성 메커니즘 구명 및 방제제 기술개발,2020-04-29~2024-12-31,주관연구개발기관,충북대학교 산학협력단,495142000,70142000
작물바이러스및병해충대응산업화기술개발(RnD),방제기술개발,RS-2020-IP320042,고추 탄저병균의 약제 저항성 메커니즘 구명 및 방제제 기술개발,2020-04-29~2024-12-31,공동연구개발기관,안동대학교 산학협력단,401155000,61155000
작물바이러스및병해충대응산업화기술개발(RnD),방제기술개발,RS-2020-IP320042,고추 탄저병균의 약제 저항성 메커니즘 구명 및 방제제 기술개발,2020-04-29~2024-12-31,공동연구개발기관,(주)제일그린산업,452373000,78623000
작물바이러스및병해충대응산업화기술개발(RnD),방제기술개발,RS-2020-IP320042,고추 탄저병균의 약제 저항성 메커니즘 구명 및 방제제 기술개발,2020-04-29~2024-12-31,합계,위탁연구개발기관 제외 합계,1348670000,209920000
작물바이러스및병해충대응산업화기술개발(RnD),방제기술개발,RS-2020-IP320043,병해충 예찰 방법 개선을 위한 거점대학 육성,2020-04-29~2024-12-31,주관연구개발기관,전북대학교산학협력단,916507000,136257000
작물바이러스및병해충대응산업화기술개발(RnD),방제기술개발,RS-2020-IP320043,병해충 예찰 방법 개선을 위한 거점대학 육성,2020-04-29~2024-12-31,공동연구개발기관,국립농업과학원,140000000,20000000
작물바이러스및병해충대응산업화기술개발(RnD),방제기술개발,RS-2020-IP320043,병해충 예찰 방법 개선을 위한 거점대학 육성,2020-04-29~2024-12-31,공동연구개발기관,(사단)한국과수협회,125000000,25000000
작물바이러스및병해충대응산업화기술개발(RnD),방제기술개발,RS-2020-IP320043,병해충 예찰 방법 개선을 위한 거점대학 육성,2020-04-29~2024-12-31,합계,위탁연구개발기관 제외 합계,1181507000,181257000
고부가가치 식품기술개발(RnD),미래대응식품 기술개발,RS-2021-IP121023,제한경쟁 벤처기업 지원 2과제(키 성장 촉진용 바이오소재 안전성 인체유효성평가 및 이를 활용한 기능성 식품소재 및 메디푸드 시제품 개발),2021-04-01~2024-12-31,주관연구개발기관,주식회사 펜즈,706667000,0
고부가가치 식품기술개발(RnD),미래대응식품 기술개발,RS-2021-IP121023,제한경쟁 벤처기업 지원 2과제(키 성장 촉진용 바이오소재 안전성 인체유효성평가 및 이를 활용한 기능성 식품소재 및 메디푸드 시제품 개발),2021-04-01~2024-12-31,합계,위탁연구개발기관 제외 합계,706667000,0
고부가가치 식품기술개발(RnD),미래대응식품 기술개발,RS-2021-IP321022,소고기 유사 식물 기반 식품용 첨가물 소재화 및 적용 기술 개발,2021-04-01~2024-12-31,주관연구개발기관,태경농산(주),219900000,0
고부가가치 식품기술개발(RnD),미래대응식품 기술개발,RS-2021-IP321022,소고기 유사 식물 기반 식품용 첨가물 소재화 및 적용 기술 개발,2021-04-01~2024-12-31,주관연구개발기관,농심태경(주),208500000,82900000
고부가가치 식품기술개발(RnD),미래대응식품 기술개발,RS-2021-IP321022,소고기 유사 식물 기반 식품용 첨가물 소재화 및 적용 기술 개발,2021-04-01~2024-12-31,공동연구개발기관,세종대학교산학협력단,352400000,70000000
고부가가치 식품기술개발(RnD),미래대응식품 기술개발,RS-2021-IP321022,소고기 유사 식물 기반 식품용 첨가물 소재화 및 적용 기술 개발,2021-04-01~2024-12-31,공동연구개발기관,한양대학교 산학협력단,352400000,70000000
고부가가치 식품기술개발(RnD),미래대응식품 기술개발,RS-2021-IP321022,소고기 유사 식물 기반 식품용 첨가물 소재화 및 적용 기술 개발,2021-04-01~2024-12-31,합계,위탁연구개발기관 제외 합계,1133200000,222900000
고부가가치 식품기술개발(RnD),미래대응식품 기술개발,RS-2021-IP321023,식물성 원료 유래 단백질 등 소재 생산을 위한 물질 분리 및 바이오매스 활용 기술 개발,2021-04-01~2025-12-31,주관연구개발기관,(주)쿠엔즈버킷,594502000,102917500
고부가가치 식품기술개발(RnD),미래대응식품 기술개발,RS-2021-IP321023,식물성 원료 유래 단백질 등 소재 생산을 위한 물질 분리 및 바이오매스 활용 기술 개발,2021-04-01~2025-12-31,공동연구개발기관,서울대학교 산학협력단,530875000,84937500
고부가가치 식품기술개발(RnD),미래대응식품 기술개발,RS-2021-IP321023,식물성 원료 유래 단백질 등 소재 생산을 위한 물질 분리 및 바이오매스 활용 기술 개발,2021-04-01~2025-12-31,공동연구개발기관,성균관대학교 산학협력단,533875000,86937500
고부가가치 식품기술개발(RnD),미래대응식품 기술개발,RS-2021-IP321023,식물성 원료 유래 단백질 등 소재 생산을 위한 물질 분리 및 바이오매스 활용 기술 개발,2021-04-01~2025-12-31,공동연구개발기관,서울여자대학교산학협력단,511875000,83937500
고부가가치 식품기술개발(RnD),미래대응식품 기술개발,RS-2021-IP321023,식물성 원료 유래 단백질 등 소재 생산을 위한 물질 분리 및 바이오매스 활용 기술 개발,2021-04-01~2025-12-31,합계,위탁연구개발기관 제외 합계,2171127000,358730000
고부가가치 식품기술개발(RnD),미래대응식품 기술개발,RS-2021-IP321024,식용곤충 유래 기능성 소재 및 적용 기술 개발,2021-04-01~2024-12-31,주관연구개발기관,(주)한미양행,1214000000,460000000
고부가가치 식품기술개발(RnD),미래대응식품 기술개발,RS-2021-IP321024,식용곤충 유래 기능성 소재 및 적용 기술 개발,2021-04-01~2024-12-31,공동연구개발기관,가천대학교 산학협력단,450000000,30000000
고부가가치 식품기술개발(RnD),미래대응식품 기술개발,RS-2021-IP321024,식용곤충 유래 기능성 소재 및 적용 기술 개발,2021-04-01~2024-12-31,공동연구개발기관,(사)한국건강기능식품협회,100000000,0
고부가가치 식품기술개발(RnD),미래대응식품 기술개발,RS-2021-IP321024,식용곤충 유래 기능성 소재 및 적용 기술 개발,2021-04-01~2024-12-31,위탁연구개발기관,서울대학교 산학협력단,224800000,130000000
고부가가치 식품기술개발(RnD),미래대응식품 기술개발,RS-2021-IP321024,식용곤충 유래 기능성 소재 및 적용 기술 개발,2021-04-01~2024-12-31,합계,위탁연구개발기관 제외 합계,1764000000,490000000
고부가가치 식품기술개발(RnD),미래대응식품 기술개발,RS-2021-IP321025,배양육용 근육줄기세포 확립 및 대량 배양 기술 개발,2021-04-01~2025-12-31,주관연구개발기관,(주)엠케이바이오텍,2437508000,415454000
고부가가치 식품기술개발(RnD),미래대응식품 기술개발,RS-2021-IP321025,배양육용 근육줄기세포 확립 및 대량 배양 기술 개발,2021-04-01~2025-12-31,공동연구개발기관,한국생명공학연구원,803600000,132650000
고부가가치 식품기술개발(RnD),미래대응식품 기술개발,RS-2021-IP321025,배양육용 근육줄기세포 확립 및 대량 배양 기술 개발,2021-04-01~2025-12-31,공동연구개발기관,포항공과대학교 산학협력단,803600000,132650000
고부가가치 식품기술개발(RnD),미래대응식품 기술개발,RS-2021-IP321025,배양육용 근육줄기세포 확립 및 대량 배양 기술 개발,2021-04-01~2025-12-31,공동연구개발기관,(주)씨위드,582494000,160147000
고부가가치 식품기술개발(RnD),미래대응식품 기술개발,RS-2021-IP321025,배양육용 근육줄기세포 확립 및 대량 배양 기술 개발,2021-04-01~2025-12-31,공동연구개발기관,셀미트 주식회사,442490000,0
고부가가치 식품기술개발(RnD),미래대응식품 기술개발,RS-2021-IP321025,배양육용 근육줄기세포 확립 및 대량 배양 기술 개발,2021-04-01~2025-12-31,위탁연구개발기관,충남대학교 산학협력단,460000000,80000000
고부가가치 식품기술개발(RnD),미래대응식품 기술개발,RS-2021-IP321025,배양육용 근육줄기세포 확립 및 대량 배양 기술 개발,2021-04-01~2025-12-31,합계,위탁연구개발기관 제외 합계,5069692000,840901000
고부가가치 식품기술개발(RnD),미래대응식품 기술개발,RS-2021-IP321026,배양육용 근육줄기세포 배양액 개발 및 경제성 확보 연구,2021-04-01~2025-12-31,주관연구개발기관,한국생명공학연구원,357000000,0
고부가가치 식품기술개발(RnD),미래대응식품 기술개발,RS-2021-IP321026,배양육용 근육줄기세포 배양액 개발 및 경제성 확보 연구,2021-04-01~2025-12-31,주관연구개발기관,(주)셀라피바이오,628400000,186700000
고부가가치 식품기술개발(RnD),미래대응식품 기술개발,RS-2021-IP321026,배양육용 근육줄기세포 배양액 개발 및 경제성 확보 연구,2021-04-01~2025-12-31,공동연구개발기관,영남대학교 산학협력단,999000000,165000000
고부가가치 식품기술개발(RnD),미래대응식품 기술개발,RS-2021-IP321026,배양육용 근육줄기세포 배양액 개발 및 경제성 확보 연구,2021-04-01~2025-12-31,공동연구개발기관,(주)네오크레마,280000000,50000000
고부가가치 식품기술개발(RnD),미래대응식품 기술개발,RS-2021-IP321026,배양육용 근육줄기세포 배양액 개발 및 경제성 확보 연구,2021-04-01~2025-12-31,공동연구개발기관,(주)티리보스,643400000,106700000
고부가가치 식품기술개발(RnD),미래대응식품 기술개발,RS-2021-IP321026,배양육용 근육줄기세포 배양액 개발 및 경제성 확보 연구,2021-04-01~2025-12-31,합계,위탁연구개발기관 제외 합계,2907800000,508400000
고부가가치 식품기술개발(RnD),미래대응식품 기술개발,RS-2021-IP321027,배양육 대량 생산을 위한 세포지지체 개발,2021-04-01~2025-12-31,주관연구개발기관,영남대학교 산학협력단,481000000,78000000
고부가가치 식품기술개발(RnD),미래대응식품 기술개발,RS-2021-IP321027,배양육 대량 생산을 위한 세포지지체 개발,2021-04-01~2025-12-31,공동연구개발기관,충북대학교 산학협력단,336500000,50000000
고부가가치 식품기술개발(RnD),미래대응식품 기술개발,RS-2021-IP321027,배양육 대량 생산을 위한 세포지지체 개발,2021-04-01~2025-12-31,공동연구개발기관,메디칸(주),628000000,94000000
고부가가치 식품기술개발(RnD),미래대응식품 기술개발,RS-2021-IP321027,배양육 대량 생산을 위한 세포지지체 개발,2021-04-01~2025-12-31,합계,위탁연구개발기관 제외 합계,1445500000,222000000
고부가가치 식품기술개발(RnD),미래대응식품 기술개발,RS-2021-IP321028,배양육 근육조직화 및 생산비용의 획기적 절감을 위한 배양기법 및 시스템 개발,2021-04-01~2025-12-31,주관연구개발기관,경상국립대학교 산학협력단,1435920000,236960000
고부가가치 식품기술개발(RnD),미래대응식품 기술개발,RS-2021-IP321028,배양육 근육조직화 및 생산비용의 획기적 절감을 위한 배양기법 및 시스템 개발,2021-04-01~2025-12-31,공동연구개발기관,경북대학교 산학협력단,588960000,96480000
고부가가치 식품기술개발(RnD),미래대응식품 기술개발,RS-2021-IP321028,배양육 근육조직화 및 생산비용의 획기적 절감을 위한 배양기법 및 시스템 개발,2021-04-01~2025-12-31,공동연구개발기관,충북대학교 산학협력단,1320160000,217080000
고부가가치 식품기술개발(RnD),미래대응식품 기술개발,RS-2021-IP321028,배양육 근육조직화 및 생산비용의 획기적 절감을 위한 배양기법 및 시스템 개발,2021-04-01~2025-12-31,공동연구개발기관,농업회사법인(주)다비육종,135000000,0
고부가가치 식품기술개발(RnD),미래대응식품 기술개발,RS-2021-IP321028,배양육 근육조직화 및 생산비용의 획기적 절감을 위한 배양기법 및 시스템 개발,2021-04-01~2025-12-31,공동연구개발기관,(주)엠제닉바이오,617280000,128640000
고부가가치 식품기술개발(RnD),미래대응식품 기술개발,RS-2021-IP321028,배양육 근육조직화 및 생산비용의 획기적 절감을 위한 배양기법 및 시스템 개발,2021-04-01~2025-12-31,위탁연구개발기관,주식회사 비전과학,250400000,40200000
고부가가치 식품기술개발(RnD),미래대응식품 기술개발,RS-2021-IP321028,배양육 근육조직화 및 생산비용의 획기적 절감을 위한 배양기법 및 시스템 개발,2021-04-01~2025-12-31,합계,위탁연구개발기관 제외 합계,4097320000,679160000
고부가가치 식품기술개발(RnD),미래대응식품 기술개발,RS-2021-IP321029,맞춤형 식이 설계 플랫폼 개발,2021-04-01~2025-12-31,주관연구개발기관,서울대학교 산학협력단,2641780000,696280000
고부가가치 식품기술개발(RnD),미래대응식품 기술개발,RS-2021-IP321029,맞춤형 식이 설계 플랫폼 개발,2021-04-01~2025-12-31,공동연구개발기관,한국식품산업클러스터진흥원,364000000,62000000
고부가가치 식품기술개발(RnD),미래대응식품 기술개발,RS-2021-IP321029,맞춤형 식이 설계 플랫폼 개발,2021-04-01~2025-12-31,공동연구개발기관,서울대학교병원,238000000,0
고부가가치 식품기술개발(RnD),미래대응식품 기술개발,RS-2021-IP321029,맞춤형 식이 설계 플랫폼 개발,2021-04-01~2025-12-31,공동연구개발기관,재단법인 차세대융합기술연구원,249720000,11720000
고부가가치 식품기술개발(RnD),미래대응식품 기술개발,RS-2021-IP321029,맞춤형 식이 설계 플랫폼 개발,2021-04-01~2025-12-31,공동연구개발기관,호서대학교 산학협력단,96000000,0
고부가가치 식품기술개발(RnD),미래대응식품 기술개발,RS-2021-IP321029,맞춤형 식이 설계 플랫폼 개발,2021-04-01~2025-12-31,공동연구개발기관,가천대학교 산학협력단,619000000,0
고부가가치 식품기술개발(RnD),미래대응식품 기술개발,RS-2021-IP321029,맞춤형 식이 설계 플랫폼 개발,2021-04-01~2025-12-31,공동연구개발기관,(주)셀바스에이아이,882917000,172000000
고부가가치 식품기술개발(RnD),미래대응식품 기술개발,RS-2021-IP321029,맞춤형 식이 설계 플랫폼 개발,2021-04-01~2025-12-31,공동연구개발기관,(주)대연아이앤티,506750000,0
고부가가치 식품기술개발(RnD),미래대응식품 기술개발,RS-2021-IP321029,맞춤형 식이 설계 플랫폼 개발,2021-04-01~2025-12-31,공동연구개발기관,(사)한국영양학회,190000000,0
고부가가치 식품기술개발(RnD),미래대응식품 기술개발,RS-2021-IP321029,맞춤형 식이 설계 플랫폼 개발,2021-04-01~2025-12-31,합계,위탁연구개발기관 제외 합계,5788167000,942000000
고부가가치 식품기술개발(RnD),미래대응식품 기술개발,RS-2021-IP321030,식이관리 수요 기반 대상별 맞춤형 식사관리 솔루션 및 재가식 연구 개발,2021-04-01~2025-12-31,주관연구개발기관,에쓰푸드(주),2372958000,464064000
고부가가치 식품기술개발(RnD),미래대응식품 기술개발,RS-2021-IP321030,식이관리 수요 기반 대상별 맞춤형 식사관리 솔루션 및 재가식 연구 개발,2021-04-01~2025-12-31,공동연구개발기관,연세대학교 산학협력단,625671000,106691000
고부가가치 식품기술개발(RnD),미래대응식품 기술개발,RS-2021-IP321030,식이관리 수요 기반 대상별 맞춤형 식사관리 솔루션 및 재가식 연구 개발,2021-04-01~2025-12-31,공동연구개발기관,주식회사 유티인프라,666965000,49775000
고부가가치 식품기술개발(RnD),미래대응식품 기술개발,RS-2021-IP321030,식이관리 수요 기반 대상별 맞춤형 식사관리 솔루션 및 재가식 연구 개발,2021-04-01~2025-12-31,위탁연구개발기관,주식회사 테라젠바이오,115750000,0
고부가가치 식품기술개발(RnD),미래대응식품 기술개발,RS-2021-IP321030,식이관리 수요 기반 대상별 맞춤형 식사관리 솔루션 및 재가식 연구 개발,2021-04-01~2025-12-31,합계,위탁연구개발기관 제외 합계,3665594000,620530000
고부가가치 식품기술개발(RnD),미래대응식품 기술개발,RS-2021-IP321034,프로바이오틱스 멀티오믹스 DB 구축,2021-04-01~2025-12-31,주관연구개발기관,주식회사 이지놈 (eGnome),1057542000,182670000
고부가가치 식품기술개발(RnD),미래대응식품 기술개발,RS-2021-IP321034,프로바이오틱스 멀티오믹스 DB 구축,2021-04-01~2025-12-31,공동연구개발기관,고려대학교산학협력단,485000000,77500000
고부가가치 식품기술개발(RnD),미래대응식품 기술개발,RS-2021-IP321034,프로바이오틱스 멀티오믹스 DB 구축,2021-04-01~2025-12-31,공동연구개발기관,세종대학교산학협력단,485000000,77500000
고부가가치 식품기술개발(RnD),미래대응식품 기술개발,RS-2021-IP321034,프로바이오틱스 멀티오믹스 DB 구축,2021-04-01~2025-12-31,합계,위탁연구개발기관 제외 합계,2027542000,337670000
고부가가치 식품기술개발(RnD),미래대응식품 기술개발,RS-2021-IP321035,마이크로바이옴 타겟 프로바이오틱스 발굴 및 소재화 기술 개발,2021-04-01~2025-12-31,주관연구개발기관,건국대학교 산학협력단,954756000,162378000
고부가가치 식품기술개발(RnD),미래대응식품 기술개발,RS-2021-IP321035,마이크로바이옴 타겟 프로바이오틱스 발굴 및 소재화 기술 개발,2021-04-01~2025-12-31,공동연구개발기관,한국식품연구원 부설 세계김치연구소,687800000,113900000
고부가가치 식품기술개발(RnD),미래대응식품 기술개발,RS-2021-IP321035,마이크로바이옴 타겟 프로바이오틱스 발굴 및 소재화 기술 개발,2021-04-01~2025-12-31,공동연구개발기관,가천대학교 산학협력단,464000000,77000000
고부가가치 식품기술개발(RnD),미래대응식품 기술개발,RS-2021-IP321035,마이크로바이옴 타겟 프로바이오틱스 발굴 및 소재화 기술 개발,2021-04-01~2025-12-31,공동연구개발기관,단국대학교 천안캠퍼스 산학협력단,464100000,77050000
고부가가치 식품기술개발(RnD),미래대응식품 기술개발,RS-2021-IP321035,마이크로바이옴 타겟 프로바이오틱스 발굴 및 소재화 기술 개발,2021-04-01~2025-12-31,공동연구개발기관,녹십자웰빙,1443947000,226612000
고부가가치 식품기술개발(RnD),미래대응식품 기술개발,RS-2021-IP321035,마이크로바이옴 타겟 프로바이오틱스 발굴 및 소재화 기술 개발,2021-04-01~2025-12-31,공동연구개발기관,한국의과학연구원,671100000,122050000
고부가가치 식품기술개발(RnD),미래대응식품 기술개발,RS-2021-IP321035,마이크로바이옴 타겟 프로바이오틱스 발굴 및 소재화 기술 개발,2021-04-01~2025-12-31,합계,위탁연구개발기관 제외 합계,4685703000,778990000
고부가가치 식품기술개발(RnD),미래대응식품 기술개발,RS-2021-IP321036,마이크로바이옴 타겟 포스트바이오틱스 발굴 및 소재화 기술 개발,2021-04-01~2025-12-31,주관연구개발기관,고려대학교산학협력단,1705000000,365000000
고부가가치 식품기술개발(RnD),미래대응식품 기술개발,RS-2021-IP321036,마이크로바이옴 타겟 포스트바이오틱스 발굴 및 소재화 기술 개발,2021-04-01~2025-12-31,공동연구개발기관,서울대학교 산학협력단,1330000000,140000000
고부가가치 식품기술개발(RnD),미래대응식품 기술개발,RS-2021-IP321036,마이크로바이옴 타겟 포스트바이오틱스 발굴 및 소재화 기술 개발,2021-04-01~2025-12-31,공동연구개발기관,성균관대학교 산학협력단,397500000,60000000
고부가가치 식품기술개발(RnD),미래대응식품 기술개발,RS-2021-IP321036,마이크로바이옴 타겟 포스트바이오틱스 발굴 및 소재화 기술 개발,2021-04-01~2025-12-31,공동연구개발기관,고려대학교 세종산학협력단,504500000,81000000
고부가가치 식품기술개발(RnD),미래대응식품 기술개발,RS-2021-IP321036,마이크로바이옴 타겟 포스트바이오틱스 발굴 및 소재화 기술 개발,2021-04-01~2025-12-31,공동연구개발기관,쎌바이오텍,280000000,65000000
